CatalogID,ProductionDate,ReleaseDate,Number,ProductGroupID
BA69CAF3-9979-44C8-80BD-305354BD2526,2007-08-22 00:00:00,1999-11-23 00:00:00,9802/4530,C6B07E15-C6D7-4F64-B159-DE57C9118FFF
15FD07D3-A7EC-4E75-8B7F-309531833491,1997-09-01 09:53:18,1993-11-29 00:00:00,9802/7700,E6206E74-E250-492B-A203-F69326C31B4B
EF77013B-DA7C-4D5C-9865-30BA1A46BC2B,,2012-07-12 09:54:35,9822/0545,59DE41B8-D56A-401C-BE0E-39CA6404D531
49899E35-68A0-49BD-93B0-3199E78DD6E8,,2014-03-04 09:24:45,9822/0840,DB5C285B-884C-4ABD-900A-DB033A91551D
6FB87A4E-7959-41B6-A007-32153955E3B8,,2014-09-22 12:04:50,9822/0955,C95AB666-6E0A-413B-AEB4-27B07F6075BE
C1583E78-79CA-4329-8256-321E8F5FDC22,,2013-11-18 17:15:29,9822/0815,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
825332B0-8CBB-4814-B196-32220B8F216B,,2015-04-30 07:45:59,9812/2550,FF80B63B-0172-46B5-B9C5-4C6845EAE72B
4BE06F51-26A2-4E91-AECC-3275DF84A8C4,1998-01-28 12:48:31,1994-10-19 00:00:00,9802/9700,89FB1C3F-5F21-4FE9-A339-341AA83A5284
85EB0636-EA42-4359-A502-32BD917383E9,1989-06-21 17:03:20,1985-01-14 00:00:00,9802/5300,59DE41B8-D56A-401C-BE0E-39CA6404D531
470120E9-B81D-4484-8047-330C227720E4,,2004-05-01 00:00:00,9802/6510,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
94A2DDAD-0D96-4A79-ADF7-3326418E5836,,2009-11-30 14:52:02,9812/3130,2675503F-282C-415E-875F-69B0A1EE808E
77F22CD3-1EB4-4786-99CF-339DD3C324A6,,2012-11-15 14:49:00,9822/0595,
AF9740A3-0FCC-46D4-988D-33E47937E07C,,2010-07-28 15:46:14,9822/0140,2B0BB246-BF29-4B57-B9DC-62A80A3C112A
B6153D2C-EF28-4258-9636-34E9ABD34637,,2001-02-19 00:00:00,9802/5970,59DE41B8-D56A-401C-BE0E-39CA6404D531
562C6D92-314A-4ECC-9911-351485A372BB,,2007-06-30 08:18:44,9812/3275,
85FE82EB-956D-403C-A005-356DF6C75A5B,,2013-01-18 10:27:30,9822/0620,
3CEF30C7-CF39-41D5-A68C-3618DCF45D86,,2014-09-12 09:19:28,9812/9260,FB1CD1A5-9047-4335-89DA-DF8139EC8172
EEF2ED68-62E2-4217-BAEB-361BA9FA71ED,,2010-07-19 11:01:41,9822/0195,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
58778317-D76F-44C7-8F87-36290773BC7A,,2011-04-26 17:05:18,9822/0370,59DE41B8-D56A-401C-BE0E-39CA6404D531
4EA14E29-97D7-4669-86DC-367F688C9963,,2008-05-01 00:00:00,9802/4770,BF54B40E-231F-4D60-A128-279000C1D624
609100E9-0A59-4F6C-A25B-36A7A549CCC1,,2009-12-01 09:13:47,9812/9100,
672AA0FE-7C59-4731-B71A-371324EADC12,,2011-12-16 09:45:17,9822/0485,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
3C852F1D-3C15-40D2-8119-3781DFEC2F98,,2013-02-01 15:01:32,9822/0630,
A38F961E-583A-4056-A652-38101391296C,,2013-10-17 15:57:13,9822/0770,59DE41B8-D56A-401C-BE0E-39CA6404D531
341D669B-E075-4133-99C9-385196503125,,2013-11-17 17:14:00,9822/0805,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
701A3E5B-F5DE-45C7-BAC4-38AC0F4E2B4B,,2012-11-12 17:00:19,9822/0585,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
765C18DD-5E25-4DCE-A2C1-38E55E9E71AC,,2007-11-01 00:00:00,9802/1040,4352820D-226D-4FA6-987C-BB96FE95B96F
B5CF14C8-000A-4179-8FC6-3907141BB9EE,2012-02-23 00:00:00,2004-04-22 00:00:00,9802/9910,D31CFBF9-DDE1-42A0-B736-E7A83C63574D
00B28547-321C-47B3-A9A7-396897D51C44,,2014-08-18 22:42:43,9822/0940,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
B16CD084-8E68-4A63-831D-3A64F365FFC6,,2009-01-03 08:59:54,9822/1055,
A9554915-B838-48E0-BC46-3A8C8A53DE57,2011-05-01 00:00:00,2010-08-31 15:43:36,9822/0145,CBBC753F-26FB-439E-99C7-99F7067409EC
9C68B20D-B173-42F8-9102-3ADB98BEC646,2013-06-28 00:00:00,2010-06-29 08:38:40,9822/0105,89FB1C3F-5F21-4FE9-A339-341AA83A5284
A650888A-B4B6-40AE-9EF2-3BECD5ABB2FC,,2006-07-01 00:00:00,9802/2940,7F042236-8D08-4927-A55A-7BE1557B6135
ABF9B68C-A6DE-41C5-95BA-3BFD26EDAF7B,2004-12-24 14:27:10,2002-02-14 00:00:00,9802/9745,89FB1C3F-5F21-4FE9-A339-341AA83A5284
0F04198E-9734-46F0-A987-3C3369CD5BB2,,2007-11-01 00:00:00,9802/5580,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
6C3E2A01-74F4-407E-9289-3DA8E4C74C53,2006-05-11 00:00:00,2004-01-30 00:00:00,9802/7640,A2E464FA-1289-481A-B439-A6CBF5F0D0E5
457F009A-CE16-4F5D-B61D-3DBD094BF532,2007-06-26 00:00:00,2003-12-24 00:00:00,9802/6710,CBBC753F-26FB-439E-99C7-99F7067409EC
4C79F451-6D3D-43DC-B45A-3E37756CD411,2008-02-19 00:00:00,2005-09-22 00:00:00,9802/6720,CBBC753F-26FB-439E-99C7-99F7067409EC
334B8F15-9D37-4A92-B760-3E79150DF047,,2002-06-01 00:00:00,9802/7970,E6206E74-E250-492B-A203-F69326C31B4B
1FAEE422-96EE-4CF2-9980-3ECF4714DA8B,,2010-08-19 09:23:03,9822/0205,
6BFAA379-43DC-4F46-9FCE-3F1A334F2F6C,2012-04-30 00:00:00,2008-01-20 00:00:00,9812/7560,
CD86ED87-D6EE-4461-A254-3F380453A0F7,,2007-05-11 00:00:00,9802/6740,CBBC753F-26FB-439E-99C7-99F7067409EC
1570DEA9-D8D0-4C3A-8B7E-3FA6AA04ADE5,,,9812/9325,FB1CD1A5-9047-4335-89DA-DF8139EC8172
5C017CD3-D4A9-4DCE-B1ED-3FFB6CDB5FB6,2011-01-03 00:00:00,2009-11-12 08:14:57,9822/0050,CB7F2C2B-B04F-4E34-8CE6-7CBD9AA46468
3B91B35D-FD0B-4A9A-9133-4136C1A4C165,1997-11-29 00:00:00,1992-03-09 00:00:00,9802/5900,59DE41B8-D56A-401C-BE0E-39CA6404D531
CDC72329-3FB0-4E37-9615-4152C898AEF0,,2012-11-01 12:35:52,9822/0590,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
F1E4F5CF-53E4-42D8-9F31-418903FBF687,,2009-11-01 09:03:38,9812/4140,
5528F591-3446-4B7B-988D-419D0A8D7172,2011-02-28 00:00:00,2010-06-30 12:57:44,9822/0230,89FB1C3F-5F21-4FE9-A339-341AA83A5284
AD59CB83-3B65-4076-8978-41B73E7C5DD1,2005-09-15 00:00:00,1999-02-25 00:00:00,9802/7930,E6206E74-E250-492B-A203-F69326C31B4B
83B34EAB-19E3-4E9D-95A2-42DFA535B38E,,2013-08-01 12:38:03,9822/0720,2675503F-282C-415E-875F-69B0A1EE808E
29585612-A0E5-4906-9E88-42EED9F01D7C,2002-03-27 14:18:19,1998-10-19 00:00:00,9802/9740,89FB1C3F-5F21-4FE9-A339-341AA83A5284
D3C59FA3-BFB5-47D6-BEA1-43193B59D82A,,1993-04-01 00:00:00,9802/9000,8184791B-FFAE-4080-BAD1-FF26C71DA4D8
6F3164F4-ED32-49B4-A914-4500FEEF5940,,,9822/1015,
506D559B-2938-45CA-9136-4538449E75CF,,2013-03-21 08:38:40,9822/0650,
E514CB8F-8750-4FD6-9871-4547375B1AB9,2003-04-09 17:28:26,2000-06-23 00:00:00,9802/5410,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
DB3A1CB9-9DB8-4130-A74C-4682206FFE1E,1998-03-17 17:19:50,1993-05-14 00:00:00,9802/5403,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
F0A964C0-993F-43EC-B23F-46DE9CCDF94E,1998-11-27 09:57:33,1988-10-28 00:00:00,9802/7800,E6206E74-E250-492B-A203-F69326C31B4B
74A6F03C-9401-49AA-B666-46F8DB67D1F5,,,9822/0260,59DE41B8-D56A-401C-BE0E-39CA6404D531
2E4787B0-0EC8-4D9E-842E-476810B87868,2008-01-31 00:00:00,2006-01-31 00:00:00,9812/7070,
A4C07CB0-0B33-4BA7-9F9C-47F76AE12D13,,2010-05-01 09:14:19,9822/0155,4352820D-226D-4FA6-987C-BB96FE95B96F
38AFA8AF-CCF4-4279-9BE1-4895BDBDA59B,1991-06-11 11:32:18,1990-05-09 00:00:00,9802/8570,89FB1C3F-5F21-4FE9-A339-341AA83A5284
5818B2B5-50B2-4FAC-A3B8-48DEAE6DB7F9,,2013-08-01 12:40:44,9822/0735,4352820D-226D-4FA6-987C-BB96FE95B96F
6291992A-3404-45DD-B720-4979BF37D799,,,9812/6555,
709FAB0B-48D9-4DAA-BDD0-49907067DC5C,,2013-05-17 16:15:16,9822/0685,59DE41B8-D56A-401C-BE0E-39CA6404D531
E7E3B747-73FC-42A2-9C58-49C945FE6FEF,2011-04-30 00:00:00,2008-03-01 00:00:00,9812/7085,
CC8AB6B9-4E17-46B5-BA8A-49CB8B864F82,,2006-07-01 00:00:00,9802/2910,7F042236-8D08-4927-A55A-7BE1557B6135
A6A5E44E-2FDC-4687-8D5E-4A23643DF004,2005-08-31 09:46:47,2003-06-17 00:00:00,9802/7120,E6206E74-E250-492B-A203-F69326C31B4B
E4A6BF80-F8D6-4D8B-989A-4A6E8029D20B,,2011-02-01 09:01:13,9812/2170,FB1CD1A5-9047-4335-89DA-DF8139EC8172
73807418-6CC2-4716-A356-4B23684693EE,2004-07-27 11:55:40,1999-05-07 00:00:00,9802/2560,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
88141665-E007-482E-900E-4C699A159ACE,,,9822/0900,FB1CD1A5-9047-4335-89DA-DF8139EC8172
25BDC169-4A06-4D05-8955-4C904876CFC2,2006-01-13 15:12:58,2002-02-14 00:00:00,9802/9800,89FB1C3F-5F21-4FE9-A339-341AA83A5284
14C496B7-72A4-4BF9-A14B-4CB9183065C2,,2011-03-01 12:23:17,9822/0335,59DE41B8-D56A-401C-BE0E-39CA6404D531
A6267866-5143-4FC3-9205-4CBA68FBEA9D,,,9822/0345,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
419898B6-EAAC-43E0-AEB2-4D0782BD7EC9,,2008-01-01 00:00:00,9812/2350,7F042236-8D08-4927-A55A-7BE1557B6135
42834EB3-4A6E-44DA-AF3C-4D2F2564ECBB,,2012-07-01 12:34:48,9822/0555,59DE41B8-D56A-401C-BE0E-39CA6404D531
EE7882F7-1B9F-43DF-A51B-4D85E6144F55,,2011-03-01 12:22:12,9822/0330,59DE41B8-D56A-401C-BE0E-39CA6404D531
D87D1502-54CA-4A65-B412-4DB7D1B606B4,1984-06-12 11:28:36,1980-06-30 00:00:00,9802/8100,89FB1C3F-5F21-4FE9-A339-341AA83A5284
7279B4F1-F28B-4294-927D-4DC2B251BC51,,2009-11-20 00:00:00,9812/3120,2675503F-282C-415E-875F-69B0A1EE808E
454486F0-4932-4881-BB2F-4E217D33F197,2012-04-01 00:00:00,2009-01-01 21:37:50,9822/0785,E6206E74-E250-492B-A203-F69326C31B4B
9A25194A-A705-435C-B4BE-4E4C9C8BEA55,2005-09-30 00:00:00,1997-04-15 00:00:00,9802/7920,E6206E74-E250-492B-A203-F69326C31B4B
92FFD61F-6BEB-4AEB-87B3-4E87DE827C53,2009-10-20 00:00:00,2006-04-14 00:00:00,9802/6320,586CAA7A-57D5-41CB-A5B2-3A602A5DBEAC
5306E9E4-544E-40F3-B4A3-4E8996BE873B,2004-01-30 00:00:00,2001-02-22 00:00:00,9802/4540,C6B07E15-C6D7-4F64-B159-DE57C9118FFF
2BFFE74F-7C61-471D-B0B6-4EA7E9FFA622,2002-03-29 14:45:55,1999-07-05 00:00:00,9802/9770,89FB1C3F-5F21-4FE9-A339-341AA83A5284
EEB3F310-A252-4A79-8485-4EC884C250A4,,2011-03-01 12:21:40,9822/0320,59DE41B8-D56A-401C-BE0E-39CA6404D531
AA845591-59A5-4C85-AFFF-4FD355B96B6B,,,9812/4280,6A35BF04-B5B7-4503-ADF8-B577DFFEC2D2
6F1BEAA1-F867-45AF-A68B-506C6C14A743,2008-06-30 00:00:00,2007-01-26 00:00:00,9812/7210,
C37CC3BD-E60A-4C29-A169-5157D6AB79FB,2002-02-28 11:46:09,1999-06-12 00:00:00,9802/8850,91A20DA3-5B80-4DA6-84ED-4BAA3300F810
B7ECEA3C-8339-4E47-BA23-516D52231ED4,,2010-06-10 15:47:34,9822/0185,
A66B13FF-8390-4E3C-8134-51894BD7B7BC,1984-06-12 11:26:57,1980-06-30 00:00:00,9802/8000,89FB1C3F-5F21-4FE9-A339-341AA83A5284
214EE9D9-20B6-4C4B-B065-51E0D7F770E4,,2007-09-07 11:18:26,9812/3290,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
C682C30B-26EB-48FC-981D-52788A2A9DCB,2003-03-26 00:00:00,1997-02-20 00:00:00,9802/7850,E6206E74-E250-492B-A203-F69326C31B4B
6C7ED725-FB6D-48D6-BF2E-52E1D3602C1A,1997-03-31 11:24:34,1995-08-01 00:00:00,9802/2350,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
2EC5EB33-B003-40E0-B020-52E5B9E18580,,2011-10-01 12:23:46,9822/0455,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
7AF93EB6-AE13-4B97-95A8-533582F8B303,,2007-09-01 00:00:00,9812/2020,FB1CD1A5-9047-4335-89DA-DF8139EC8172
4175BF10-2DC1-4C56-AEB5-53621223E752,,,9812/6550,
27FC800E-5EF2-4314-90F6-53AACED7CA56,,2012-11-12 16:55:35,9822/0515,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
6612F196-7F53-4C3F-BC89-53FE727B7DE3,,2012-07-01 10:21:01,9822/0530,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
60FD59E7-56A0-46E8-8774-54561CC35CCB,1997-07-25 11:23:15,1995-07-01 00:00:00,9802/2340,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
48F5B76B-C39E-44F5-A830-552A906D270E,2008-02-21 00:00:00,2005-07-18 00:00:00,9812/7010,E6206E74-E250-492B-A203-F69326C31B4B
986BFA18-0B79-43B8-96CB-554263DEA877,2007-03-07 00:00:00,2006-04-05 00:00:00,9802/3500,6C3FDBF7-7361-40C7-8468-C55F108EC244
46F4711F-66C1-474F-807A-55527E494C4E,1996-12-24 00:00:00,1995-09-26 00:00:00,9802/6210,4084957C-19B8-4D84-A10B-FB7F57923196
64848F24-1898-43AA-9B16-5613187279E4,2011-08-31 16:41:14,2005-11-21 00:00:00,9802/2740,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
579E925E-C2C0-48CC-A69C-57554375D327,2001-01-31 00:00:00,1999-04-02 00:00:00,9802/7840,E6206E74-E250-492B-A203-F69326C31B4B
2A97305B-36D6-4CD6-9CDA-5779EC4576B2,2012-02-23 00:00:00,2004-04-22 00:00:00,9802/9930,D31CFBF9-DDE1-42A0-B736-E7A83C63574D
1513C8F7-CD31-49C0-9BD7-57B17CA87BD5,,2009-09-03 13:30:47,9812/4130,
67AC257D-108F-4153-AEDF-57C3B71AB16C,,2006-08-31 00:00:00,9812/0060,91A20DA3-5B80-4DA6-84ED-4BAA3300F810
376FDE40-E0C1-4BC5-A65B-596826EDCA71,,2009-01-03 08:54:34,9822/1050,
F5CE40B9-8CD2-42A6-BD5B-59754084E78A,,2015-12-02 08:17:11,9822/1085,
569AFC00-5398-4B90-980B-5A04DDD3515F,,2009-03-04 13:53:54,9812/8000,
A48E43FA-DD6B-480E-ACAC-5AF02FBA741E,,2011-04-21 16:22:14,9822/0365,59DE41B8-D56A-401C-BE0E-39CA6404D531
B7E146B4-D34A-4703-BE8D-5B4CBBD2F760,,2013-05-16 16:11:00,9822/0675,
CF55E9CC-D026-42BC-8148-5B6EE21A411C,,,9822/1080,59DE41B8-D56A-401C-BE0E-39CA6404D531
EF24CFC5-D314-4A30-9288-5B9AF0231996,2010-10-12 00:00:00,2010-10-12 10:14:48,9822/0060,59DE41B8-D56A-401C-BE0E-39CA6404D531
CF12B8E9-D25F-4CAD-8342-5BC1F8404247,,2008-12-01 00:00:00,9812/5070,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
B5F8A1C1-EFBF-4E24-B380-5BC90E0D604E,,2006-01-01 00:00:00,9812/2050,FB1CD1A5-9047-4335-89DA-DF8139EC8172
2AA9CA5D-EC6D-4E6A-BC9D-5BF9F3690982,1988-12-31 16:37:14,1988-05-01 00:00:00,9802/2600,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
7EDB6888-D3A9-4357-882B-5C19240CA7FE,,2014-07-08 18:53:30,9822/0895,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
EE7AA2E6-1E52-474C-B782-5C2EB9C4F109,1996-10-24 16:48:56,1993-01-30 00:00:00,9802/4500,C6B07E15-C6D7-4F64-B159-DE57C9118FFF
EA1FF1EF-94ED-4447-B100-5C2F82745DF0,1985-09-30 17:00:52,1983-03-31 00:00:00,9802/5200,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
6981C9AB-91DA-4480-A4DD-5C80068DC243,,2011-02-01 09:14:21,9822/0220,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
E24A1629-81D6-4465-A480-5CB622F9463D,,2014-10-14 14:45:07,9812/9290,FB1CD1A5-9047-4335-89DA-DF8139EC8172
3934CCC5-A4D9-408B-A64A-5DD15F6A31BF,2012-04-30 00:00:00,2008-03-01 00:00:00,9812/7650,
251CB1BD-366C-4E47-B6C4-5DE131F4458E,,2012-02-10 04:39:25,9822/0505,59DE41B8-D56A-401C-BE0E-39CA6404D531
F5F6C3CB-D07B-4959-AE02-5E22508F874F,,2013-06-21 17:42:27,9822/0690,59DE41B8-D56A-401C-BE0E-39CA6404D531
8BF3C17A-B932-446B-A929-5E5BF34970D6,1988-01-25 16:28:42,1985-08-06 00:00:00,9802/2252,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
A7D5F8AE-E6CF-4673-9804-5E98D599C7E2,2007-12-06 00:00:00,2007-12-12 00:00:00,9802/4600,F39D3DD8-0457-49BA-AF3C-649829C9F291
F2A896BC-50AA-4796-BA0E-5EBF5E34085F,,2008-01-21 00:00:00,9812/5030,59DE41B8-D56A-401C-BE0E-39CA6404D531
F7F0B0C1-DED0-4BD4-834C-5EBF904AE33A,,2011-03-01 17:17:52,9822/0255,C95AB666-6E0A-413B-AEB4-27B07F6075BE
F3E69612-F7DB-4124-8176-5EC25E6B8B00,2002-08-30 15:09:36,2000-02-16 00:00:00,9802/9790,89FB1C3F-5F21-4FE9-A339-341AA83A5284
78626D28-F2C6-4F39-B7C3-5EF41C14CD2E,,2013-08-01 12:41:14,9822/0740,BF54B40E-231F-4D60-A128-279000C1D624
A8232EDA-DD10-4153-8AD8-5F62FC623687,,2013-08-01 12:40:03,9822/0730,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
B67880B9-750F-4F6E-8581-5F67A6B75176,2001-01-31 11:36:59,1997-09-23 00:00:00,9802/2440,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
1BEA1618-7249-409E-8E8D-5F78DE96F8E1,2007-04-26 12:04:50,2003-04-30 00:00:00,9802/2570,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
7B320CA9-C5A6-4D33-8824-60720B8A5516,,2012-02-14 12:24:52,9822/0470,
1C6EDBB4-B135-4F61-874C-60823E3C66B6,,2010-07-12 13:19:30,9812/4115,
42AFB9B3-B4A2-4B26-960E-6097CB97D936,2008-01-31 00:00:00,2005-07-01 00:00:00,9812/7020,
F6636B25-AFA0-42FE-9FFC-60AC2344ABBC,2011-07-31 00:00:00,2008-02-01 00:00:00,9812/7150,
C93BFB0B-D196-413F-A007-60E89D83702B,,2010-05-14 10:30:58,9822/0120,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
604BC4D1-807E-4D17-9FFE-616EBB632D99,,2009-11-01 15:15:18,9812/5200,01D72A7D-B1E6-4C44-9643-DCA8C8F95321
532784C5-467D-49DC-9166-61C34EB28863,,2012-01-01 00:00:00,9812/3230,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
11E57F65-5B66-4049-A591-61DFF84CE3FE,,2013-05-14 23:23:35,9822/0670,4352820D-226D-4FA6-987C-BB96FE95B96F
F3CFA841-7906-4816-A5F6-6235178196AF,2009-06-30 00:00:00,2008-07-03 00:00:00,9802/6550,6C3FDBF7-7361-40C7-8468-C55F108EC244
1F0A7AB3-6CBD-4079-A1CC-62588BC3C71A,2001-01-26 11:35:45,1997-11-25 00:00:00,9802/2430,6F71BC1B-99E6-4B9A-9DD0-F2D279994F39
B2E94888-C652-489D-B98B-62B5228BA007,1999-04-28 11:37:34,1995-11-29 00:00:00,9802/8830,91A20DA3-5B80-4DA6-84ED-4BAA3300F810
EC12132D-10AC-4210-9D4D-631DC6CF9448,,2013-01-30 10:11:37,9822/0625,FB1CD1A5-9047-4335-89DA-DF8139EC8172
43E68C73-368D-46F1-B5A4-6368525AB969,,2013-04-03 13:50:07,9822/0655,
42BFFAFB-4BD4-47C5-878D-638D70D88CF9,,2013-06-01 09:07:45,9822/0635,586CAA7A-57D5-41CB-A5B2-3A602A5DBEAC
A1CE08C9-97C3-44E6-ABDE-63BA87E77C02,,2013-05-01 12:36:26,9822/0660,4352820D-226D-4FA6-987C-BB96FE95B96F
F80052F1-CC6D-4338-81FB-63D7B5470292,,2010-08-05 15:47:13,9822/0170,4352820D-226D-4FA6-987C-BB96FE95B96F
94FE3D67-47D1-4C96-BDCC-64C158566242,,2014-09-01 10:18:07,9812/9230,FB1CD1A5-9047-4335-89DA-DF8139EC8172
72A6C779-F1B7-4372-BFDB-64C98AB63CC6,,2009-05-01 09:04:49,9812/6200,
2837056F-D622-4292-8B8A-65287FDC8323,,2012-12-01 09:05:55,9812/7710,
AA406670-4FB4-429C-8A56-652A5416D428,2006-01-13 15:17:11,2002-02-14 00:00:00,9802/9810,89FB1C3F-5F21-4FE9-A339-341AA83A5284
07D26640-8051-4E57-9301-65A2016E69A4,2004-11-24 17:31:15,2003-04-24 00:00:00,9802/5470,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
CA56BC2A-1738-4EF3-83B2-65B09F97EED5,,2009-10-14 14:16:09,9822/0025,B52A9096-4EFA-4004-BC6C-D0EA1E0BB202
